,Fiyat,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Krediye Uygunluk,Yapı Durumu,Tapu Durumu,Eşya Durumu,Site İçerisinde,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Yatırıma Uygunluk,Banyo Sayısı,Balkon Sayısı,WC Sayısı,Sehir,Ilce,Mahalle
35572,3400000,4,5,Kombi Doğalgaz,Krediye Uygun Değil,,,,Hayır,125,5-10,5,Mülk Sahibi Oturuyor,,2,,,İstanbul,Şişli,19 Mayıs Mahallesi
35573,2500000,2,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,65,5-10,3,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Gülbahar Mahallesi
35574,2590000,3,7,Kombi Doğalgaz,Krediye Uygun Değil,İkinci El,Hisseli Tapu,,Hayır,120,21 Ve Üzeri,7,Kiracı Oturuyor,,2,1.0,1.0,İstanbul,Şişli,Paşa Mahallesi
35575,3000000,4,1,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat İrtifakı,Boş,Hayır,120,0 (Yeni),4,Boş,Yatırıma Uygun,1,,1.0,İstanbul,Şişli,Mecidiyeköy Mahallesi
35576,8500000,3,6,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,,Hayır,85,11-15,6,Kiracı Oturuyor,Yatırıma Uygun,1,1.0,1.0,İstanbul,Şişli,Cumhuriyet Mahallesi
35577,3125000,1,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,50,4,5,Boş,Yatırıma Uygun,1,,1.0,İstanbul,Şişli,Merkez Mahallesi
35578,1450000,3,-2,Kombi Doğalgaz,Krediye Uygun Değil,İkinci El,Arsa Tapulu,Boş,Hayır,100,16-20,6,Kiracı Oturuyor,Yatırıma Uygun,1,2.0,1.0,İstanbul,Şişli,Gülbahar Mahallesi
35579,4000000,3,4,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,,Hayır,75,5-10,4,Kiracı Oturuyor,,2,,,İstanbul,Şişli,Halide Edip Adıvar Mahallesi
35580,3500000,3,3,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,,Hayır,75,5-10,5,Boş,Yatırıma Uygun,1,,1.0,İstanbul,Şişli,Esentepe Mahallesi
35582,3000000,3,6,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Hayır,100,21 Ve Üzeri,8,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Gülbahar Mahallesi
35584,4250000,1,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,,Hayır,60,11-15,7,Kiracı Oturuyor,,1,1.0,,İstanbul,Şişli,Teşvikiye Mahallesi
35585,4650000,3,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,,Evet,95,4,6,Kiracı Oturuyor,Yatırıma Uygun,1,,,İstanbul,Şişli,Esentepe Mahallesi
35586,4250000,4,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Arsa Tapulu,,Hayır,120,11-15,7,Kiracı Oturuyor,,2,,,İstanbul,Şişli,Esentepe Mahallesi
35587,10500000,2,3,Merkezi (Pay Ölçer),Krediye Uygun,,,,Hayır,80,4,7,Boş,,1,,,İstanbul,Şişli,Esentepe Mahallesi
35588,2200000,2,3,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,75,3,5,Kiracı Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Şişli,Kuştepe Mahallesi
35589,2350000,2,3,Kombi Doğalgaz,Krediye Uygun,,,Eşyalı,Hayır,65,11-15,4,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Gülbahar Mahallesi
35590,5500000,3,2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,85,16-20,4,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Bozkurt Mahallesi
35591,2100000,4,6,Kombi Doğalgaz,Krediye Uygun Değil,,,,Hayır,150,21 Ve Üzeri,6,Mülk Sahibi Oturuyor,,1,1.0,,İstanbul,Şişli,Mahmut Şevket Paşa Mahallesi
35592,5950000,3,3,Kombi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,90,21 Ve Üzeri,5,Boş,,1,,,İstanbul,Şişli,Ergenekon Mahallesi
35593,4000000,4,2,Kombi Doğalgaz,Krediye Uygun,,Kat Mülkiyeti,Boş,Hayır,110,21 Ve Üzeri,6,Kiracı Oturuyor,Yatırıma Uygun,1,2.0,1.0,İstanbul,Şişli,Bozkurt Mahallesi
35594,4000000,3,2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,110,21 Ve Üzeri,6,Kiracı Oturuyor,Yatırıma Uygun,1,2.0,1.0,İstanbul,Şişli,Bozkurt Mahallesi
35595,2750000,2,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,,Hayır,60,5-10,5,Boş,,1,,1.0,İstanbul,Şişli,Esentepe Mahallesi
35596,3850000,4,4,Kombi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,130,16-20,5,Kiracı Oturuyor,,2,,,İstanbul,Şişli,Esentepe Mahallesi
35597,3500000,3,4,Kombi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,110,21 Ve Üzeri,4,Boş,,1,,,İstanbul,Şişli,Mecidiyeköy Mahallesi
35598,3500000,3,3,Kombi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,85,5-10,5,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Esentepe Mahallesi
35599,7000000,4,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,,Eşyalı,Hayır,135,11-15,5,Kiracı Oturuyor,,2,,,İstanbul,Şişli,Esentepe Mahallesi
35600,3100000,2,0,Kombi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,65,5-10,5,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Esentepe Mahallesi
35601,1800000,3,1,Kombi Doğalgaz,Krediye Uygun Değil,İkinci El,Arsa Tapulu,,Hayır,100,16-20,6,Mülk Sahibi Oturuyor,,1,,,İstanbul,Şişli,Esentepe Mahallesi
35602,3500000,6,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,180,5-10,5,Kiracı Oturuyor,,2,,,İstanbul,Şişli,Mecidiyeköy Mahallesi
35603,3500000,3,5,Kombi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,85,11-15,6,Mülk Sahibi Oturuyor,,1,,,İstanbul,Şişli,Esentepe Mahallesi
35604,4800000,4,2,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,130,21 Ve Üzeri,5,Boş,,2,,,İstanbul,Şişli,Mecidiyeköy Mahallesi
35605,7350000,4,2,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Hayır,165,21 Ve Üzeri,6,Kiracı Oturuyor,,2,,,İstanbul,Şişli,Merkez Mahallesi
35606,1695000,3,5,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Hayır,95,21 Ve Üzeri,7,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Mahmut Şevket Paşa Mahallesi
35607,1695000,3,5,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Hayır,96,16-20,7,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Mahmut Şevket Paşa Mahallesi
35608,10000000,4,0,Kombi Doğalgaz,Krediye Uygun,,,Boş,Evet,140,21 Ve Üzeri,6,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Merkez Mahallesi
35609,5150000,3,2,Kombi Doğalgaz,Krediye Uygun,,,Eşyalı,Hayır,100,21 Ve Üzeri,5,Boş,,1,,,İstanbul,Şişli,19 Mayıs Mahallesi
35610,2100000,2,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,80,5-10,8,Kiracı Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Şişli,İzzet Paşa Mahallesi
35611,1390000,3,2,Kombi Doğalgaz,Krediye Uygun Değil,İkinci El,Arsa Tapulu,,Hayır,95,21 Ve Üzeri,8,Kiracı Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Şişli,Gülbahar Mahallesi
35612,6500000,4,4,Merkezi Doğalgaz,Krediye Uygun,,,Boş,Hayır,160,21 Ve Üzeri,6,Mülk Sahibi Oturuyor,,1,1.0,,İstanbul,Şişli,Merkez Mahallesi
35613,2100000,2,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,,Hayır,60,5-10,5,Kiracı Oturuyor,,1,,1.0,İstanbul,Şişli,Esentepe Mahallesi
35614,9180000,2,14,Merkezi (Pay Ölçer),Krediye Uygun,,Kat Mülkiyeti,Boş,Evet,75,5-10,41,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Cumhuriyet Mahallesi
35615,6750000,1,13,Merkezi (Pay Ölçer),Krediye Uygun,,Kat Mülkiyeti,Boş,Evet,50,5-10,41,Boş,,1,,,İstanbul,Şişli,Cumhuriyet Mahallesi
35616,2450000,3,1,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,85,16-20,5,Kiracı Oturuyor,,1,,1.0,İstanbul,Şişli,Duatepe Mahallesi
35617,2750000,3,5,Kombi Doğalgaz,Krediye Uygun Değil,İkinci El,Arsa Tapulu,,Hayır,100,16-20,8,Kiracı Oturuyor,Yatırıma Uygun,1,1.0,1.0,İstanbul,Şişli,Mecidiyeköy Mahallesi
35618,2650000,5,3,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,,Hayır,134,5-10,4,Kiracı Oturuyor,Yatırıma Uygun,2,1.0,2.0,İstanbul,Şişli,Kuştepe Mahallesi
35619,3700000,3,5,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,Boş,Hayır,85,21 Ve Üzeri,6,Kiracı Oturuyor,Yatırıma Uygun,1,1.0,,İstanbul,Şişli,Meşrutiyet Mahallesi
35621,2200000,3,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,100,4,4,Boş,Yatırıma Uygun,1,,1.0,İstanbul,Şişli,Kuştepe Mahallesi
35622,5500000,4,-1,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,95,0 (Yeni),8,Kiracı Oturuyor,,2,,,İstanbul,Şişli,Merkez Mahallesi
35624,4200000,4,4,Kombi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,150,21 Ve Üzeri,4,Kiracı Oturuyor,,2,,,İstanbul,Şişli,Feriköy Mahallesi
35625,1800000,3,0,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,73,5-10,5,Kiracı Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Şişli,Eskişehir Mahallesi
35626,3250000,3,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Eşyalı,Hayır,115,16-20,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,2,,2.0,İstanbul,Şişli,Ergenekon Mahallesi
35627,7000000,3,5,Merkezi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,90,21 Ve Üzeri,6,Kiracı Oturuyor,Yatırıma Uygun,1,1.0,1.0,İstanbul,Şişli,Bozkurt Mahallesi
35628,1850000,3,2,Kombi Doğalgaz,Krediye Uygun Değil,İkinci El,Arsa Tapulu,Boş,Hayır,70,11-15,5,Kiracı Oturuyor,Yatırıma Uygun,1,1.0,1.0,İstanbul,Şişli,Gülbahar Mahallesi
35629,5450000,4,6,Merkezi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,,Evet,130,21 Ve Üzeri,16,Kiracı Oturuyor,Yatırıma Uygun,1,2.0,2.0,İstanbul,Şişli,Kaptan Paşa Mahallesi
35630,5600000,4,4,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,130,21 Ve Üzeri,6,Kiracı Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Şişli,Eskişehir Mahallesi
35631,8000000,4,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,135,21 Ve Üzeri,5,Boş,Yatırıma Uygun,1,,1.0,İstanbul,Şişli,Bozkurt Mahallesi
35632,6500000,4,4,Kombi Doğalgaz,Krediye Uygun,İkinci El,,Boş,Hayır,135,21 Ve Üzeri,4,Boş,,1,,,İstanbul,Şişli,Meşrutiyet Mahallesi
35633,3750000,3,2,Kombi Doğalgaz,Krediye Uygun Değil,İkinci El,Arsa Tapulu,,Hayır,90,11-15,5,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Halide Edip Adıvar Mahallesi
35634,3650000,4,2,Kombi Doğalgaz,Krediye Uygun Değil,İkinci El,Arsa Tapulu,,Hayır,105,21 Ve Üzeri,6,Boş,,1,,,İstanbul,Şişli,Fulya Mahallesi
35635,6500000,4,5,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,150,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,,2,,,İstanbul,Şişli,Bozkurt Mahallesi
35636,2950000,3,2,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,85,21 Ve Üzeri,3,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Ergenekon Mahallesi
35637,3000000,3,3,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,120,21 Ve Üzeri,4,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Mecidiyeköy Mahallesi
35638,2000000,2,-1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,,Hayır,75,2,8,Kiracı Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Şişli,Kuştepe Mahallesi
35639,1900000,2,-2,Kombi Doğalgaz,Krediye Uygun,,Kat İrtifakı,Boş,Hayır,75,2,8,Kiracı Oturuyor,Yatırıma Uygun,1,,,İstanbul,Şişli,Kuştepe Mahallesi
35640,3400000,4,5,Kombi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,125,16-20,5,Kiracı Oturuyor,,2,,,İstanbul,Şişli,Eskişehir Mahallesi
35641,3000000,3,1,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,90,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,,1,,,İstanbul,Şişli,Feriköy Mahallesi
35642,8750000,4,3,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,110,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,,1,,2.0,İstanbul,Şişli,Halaskargazi Mahallesi
35643,4250000,4,1,Merkezi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,115,21 Ve Üzeri,5,Kiracı Oturuyor,,2,,,İstanbul,Şişli,Merkez Mahallesi
35644,3500000,4,1,Merkezi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,130,21 Ve Üzeri,5,Kiracı Oturuyor,,2,,,İstanbul,Şişli,Merkez Mahallesi
35645,3000000,3,3,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,90,5-10,6,Boş,,1,,,İstanbul,Şişli,Gülbahar Mahallesi
35646,6500000,4,5,Kombi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,150,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,,2,,,İstanbul,Şişli,Bozkurt Mahallesi
35647,1700000,2,-1,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,90,21 Ve Üzeri,4,Boş,,1,,,İstanbul,Şişli,Feriköy Mahallesi
35648,3250000,1,1,Merkezi (Pay Ölçer),Krediye Uygun,İkinci El,,,Hayır,50,5-10,6,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Cumhuriyet Mahallesi
35649,3250000,1,2,Merkezi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Evet,45,5-10,6,Boş,Yatırıma Uygun,1,,,İstanbul,Şişli,Cumhuriyet Mahallesi
35650,6750000,6,5,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,250,21 Ve Üzeri,5,Kiracı Oturuyor,,2,,,İstanbul,Şişli,Fulya Mahallesi
35651,5500000,3,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,,Hayır,90,11-15,5,Kiracı Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Şişli,Gülbahar Mahallesi
35652,3250000,1,2,Merkezi (Pay Ölçer),Krediye Uygun,,Kat Mülkiyeti,Boş,Evet,45,3,7,Boş,Yatırıma Uygun,1,,,İstanbul,Şişli,Cumhuriyet Mahallesi
35653,6500000,3,2,Kombi Doğalgaz,Krediye Uygun,,Kat Mülkiyeti,,Hayır,95,5-10,5,Kiracı Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Şişli,Esentepe Mahallesi
35654,3250000,1,1,Merkezi (Pay Ölçer),Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Evet,50,3,6,Boş,Yatırıma Uygun,1,,,İstanbul,Şişli,Cumhuriyet Mahallesi
35656,2650000,3,3,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,,Hayır,85,21 Ve Üzeri,3,Mülk Sahibi Oturuyor,Yatırıma Uygun,1,2.0,1.0,İstanbul,Şişli,Feriköy Mahallesi
35657,5100000,3,2,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,70,4,5,Kiracı Oturuyor,,1,,1.0,İstanbul,Şişli,Kuştepe Mahallesi
35658,3600000,5,2,Kombi Doğalgaz,Krediye Uygun,,,Eşyalı,Hayır,155,4,5,Kiracı Oturuyor,,2,,,İstanbul,Şişli,Kuştepe Mahallesi
35659,7500000,2,13,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Hayır,81,1,30,Boş,,1,,,İstanbul,Şişli,Cumhuriyet Mahallesi
35660,11500000,3,10,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Hayır,117,0 (Yeni),30,Boş,,2,,,İstanbul,Şişli,Merkez Mahallesi
35661,7500000,2,11,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Hayır,70,0 (Yeni),30,Boş,,1,,,İstanbul,Şişli,Merkez Mahallesi
35662,7150000,1,30,Merkezi (Pay Ölçer),Krediye Uygun,,,Eşyalı,Hayır,48,3,30,Boş,,1,,,İstanbul,Şişli,Cumhuriyet Mahallesi
35663,7200000,1,30,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Hayır,48,3,30,Boş,,1,,,İstanbul,Şişli,Cumhuriyet Mahallesi
35664,3600000,4,1,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,140,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,,1,1.0,1.0,İstanbul,Şişli,Mecidiyeköy Mahallesi
35665,4350000,4,3,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Hayır,160,16-20,5,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Mecidiyeköy Mahallesi
35666,2950000,4,5,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,130,4,5,Kiracı Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Şişli,Kuştepe Mahallesi
35667,7500000,4,5,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,140,5-10,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,2,,2.0,İstanbul,Şişli,Esentepe Mahallesi
35668,2050000,3,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,,Hayır,80,5-10,8,Mülk Sahibi Oturuyor,Yatırıma Uygun,1,,,İstanbul,Şişli,Kuştepe Mahallesi
35670,9250000,4,3,Kombi Doğalgaz,Krediye Uygun,İkinci El,,Boş,Hayır,190,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,Yatırıma Uygun,2,2.0,2.0,İstanbul,Şişli,Bozkurt Mahallesi
35671,1750000,3,0,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Eşyalı,Hayır,75,21 Ve Üzeri,4,Kiracı Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Şişli,Eskişehir Mahallesi
35672,6500000,4,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,,Eşyalı,Hayır,135,11-15,5,Kiracı Oturuyor,,2,,,İstanbul,Şişli,Esentepe Mahallesi
35673,1750000,2,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,75,21 Ve Üzeri,4,Kiracı Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Şişli,Eskişehir Mahallesi
35674,3600000,3,3,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,,Hayır,85,11-15,5,Kiracı Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Şişli,Esentepe Mahallesi
35675,7500000,2,10,Merkezi (Pay Ölçer),Krediye Uygun,İkinci El,,Eşyalı,Hayır,88,5-10,40,Mülk Sahibi Oturuyor,,1,,,İstanbul,Şişli,Cumhuriyet Mahallesi
35676,2750000,5,2,Kombi Doğalgaz,Krediye Uygun,,,Eşyalı,Evet,150,4,3,Kiracı Oturuyor,,2,,,İstanbul,Şişli,Kuştepe Mahallesi
35677,7500000,2,15,Merkezi (Pay Ölçer),Krediye Uygun,İkinci El,,,Hayır,88,5-10,40,Mülk Sahibi Oturuyor,,1,,,İstanbul,Şişli,Cumhuriyet Mahallesi
35678,4250000,5,5,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,190,5-10,5,Kiracı Oturuyor,Yatırıma Uygun,2,1.0,2.0,İstanbul,Şişli,Mecidiyeköy Mahallesi
35679,3000000,3,4,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,,Hayır,100,5-10,5,Kiracı Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Şişli,Mecidiyeköy Mahallesi
35680,4000000,3,7,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,90,21 Ve Üzeri,8,Mülk Sahibi Oturuyor,,1,,,İstanbul,Şişli,19 Mayıs Mahallesi
35681,2450000,4,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,Boş,Hayır,120,16-20,4,Mülk Sahibi Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Şişli,Eskişehir Mahallesi
35682,3000000,5,4,Kombi Doğalgaz,Krediye Uygun Değil,İkinci El,Arsa Tapulu,,Hayır,210,16-20,4,Kiracı Oturuyor,Yatırıma Uygun,2,1.0,2.0,İstanbul,Şişli,Mecidiyeköy Mahallesi
35683,7500000,3,10,Merkezi (Pay Ölçer),Krediye Uygun,İkinci El,,,Hayır,100,11-15,40,Mülk Sahibi Oturuyor,,1,,,İstanbul,Şişli,Cumhuriyet Mahallesi
35684,5800000,2,25,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Hayır,86,5-10,30,Mülk Sahibi Oturuyor,,1,,,İstanbul,Şişli,Cumhuriyet Mahallesi
35685,5500000,2,20,Merkezi (Pay Ölçer),Krediye Uygun,İkinci El,,,Hayır,96,5-10,40,Mülk Sahibi Oturuyor,,1,,,İstanbul,Şişli,Cumhuriyet Mahallesi
35686,10000000,3,25,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Hayır,120,5-10,30,Mülk Sahibi Oturuyor,,2,,,İstanbul,Şişli,Cumhuriyet Mahallesi
35687,3250000,4,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,120,21 Ve Üzeri,4,Kiracı Oturuyor,Yatırıma Uygun,1,1.0,2.0,İstanbul,Şişli,Fulya Mahallesi
35688,7150000,1,36,Merkezi (Pay Ölçer),Krediye Uygun,,,Eşyalı,Hayır,48,3,48,Mülk Sahibi Oturuyor,,1,,,İstanbul,Şişli,Cumhuriyet Mahallesi
35689,3395000,2,1,Merkezi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Eşyalı,Hayır,80,5-10,7,Kiracı Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Şişli,Mecidiyeköy Mahallesi
35690,3250000,2,2,Kombi Doğalgaz,Krediye Uygun,,Kat Mülkiyeti,Boş,Hayır,50,4,4,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Meşrutiyet Mahallesi
35691,7350000,2,15,Merkezi (Pay Ölçer),Krediye Uygun Değil,,,Boş,Hayır,85,1,30,Mülk Sahibi Oturuyor,,1,,,İstanbul,Şişli,Cumhuriyet Mahallesi
35692,8500000,2,15,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Hayır,70,0 (Yeni),30,Boş,,1,,,İstanbul,Şişli,Merkez Mahallesi
35693,8500000,2,11,Merkezi (Pay Ölçer),Krediye Uygun,,Kat Mülkiyeti,Boş,Hayır,66,0 (Yeni),45,Boş,,1,,,İstanbul,Şişli,Merkez Mahallesi
35694,12000000,3,10,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Hayır,113,0 (Yeni),30,Boş,,2,,,İstanbul,Şişli,Merkez Mahallesi
35695,8500000,2,13,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Hayır,85,1,30,Boş,,1,,,İstanbul,Şişli,Cumhuriyet Mahallesi
35696,2800000,4,6,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,110,4,6,Boş,Yatırıma Uygun,1,1.0,1.0,İstanbul,Şişli,Merkez Mahallesi
35697,6500000,3,3,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,,Hayır,100,11-15,5,Mülk Sahibi Oturuyor,,1,,,İstanbul,Şişli,Gülbahar Mahallesi
35698,3800000,3,4,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,,Hayır,110,21 Ve Üzeri,4,Boş,,1,,,İstanbul,Şişli,Mecidiyeköy Mahallesi
35700,1550000,3,1,Kombi Doğalgaz,Krediye Uygun Değil,,Arsa Tapulu,Boş,Hayır,130,21 Ve Üzeri,3,Mülk Sahibi Oturuyor,,1,,,İstanbul,Tuzla,Aydınlı Mahallesi
35701,2490000,3,9,Kombi Doğalgaz,Krediye Uygun,,,Boş,Evet,95,1,10,Boş,,1,,,İstanbul,Tuzla,Şifa Mahallesi
35703,2450000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Evet,95,0 (Yeni),9,Boş,,1,,,İstanbul,Tuzla,Mimar Sinan Mahallesi
35704,3500000,3,0,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,92,4,4,Kiracı Oturuyor,,2,,,İstanbul,Tuzla,Postane Mahallesi
35705,5250000,3,1,Kombi Doğalgaz,,,,,Evet,110,0 (Yeni),8,Boş,,2,,,İstanbul,Tuzla,İstasyon Mahallesi
35706,2750000,3,2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,75,2,5,Kiracı Oturuyor,,1,,,İstanbul,Tuzla,Yayla Mahallesi
35707,2500000,3,5,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,90,0 (Yeni),6,Boş,,1,,,İstanbul,Tuzla,Şifa Mahallesi
35708,4250000,4,15,Merkezi (Pay Ölçer),Krediye Uygun,İkinci El,,,Hayır,154,0 (Yeni),18,Mülk Sahibi Oturuyor,,2,,,İstanbul,Tuzla,Aydınlı Mahallesi
35709,2760000,6,4,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,170,11-15,4,Boş,,1,,,İstanbul,Tuzla,Orta Mahallesi
